textID	country|genre	# words	web site	web page	title
703750	AU G 	648	clearblue.com	http://www.clearblue.com/au/preparing-your-body-for-pregnancy.php	Preparing your Body for Pregnancy - Clearblue.com
704352	AU G 	774	uq.edu.au	http://www.uq.edu.au/economics/johnquiggin/news01/Miracle0102.html	Miracle0102
704850	AU G 	66	cellarmasters.com.au	http://www.cellarmasters.com.au/	Wine Online | Buy Wine Online in Australia | Cellarmasters
729650	AU G 	768	theschoolbag.org	http://www.theschoolbag.org/?p=346	Woman Working To Do Good - The Schoolbag
757952	AU G 	123	yellowpages.com.au	http://www.yellowpages.com.au/qld/inala/1300-flowers-florist-14760324-listing.html	1300 Flowers Florist - Florists-Retail - Inala, QLD - Yellow Pages®
760352	AU G 	4062	thepunch.com.au	http://www.thepunch.com.au/articles/we-need-to-be-able-to-act-when-online-alarm-bells-ring/	We need to be able to act when online alarm bells ring | Article | The
778652	AU G 	55	...nnelnine.ninemsn.com	http://channelnine.ninemsn.com/	Channel nine
796451	AU G 	691	...ums.whirlpool.net.au	http://forums.whirlpool.net.au/archive/1666231	Freshtel seem to be going at last - Other Provider - Voice over IP
3509550	BD B 	665	currentworld.net	http://currentworld.net/get-a-part-time-web-design-job/	GET A PART TIME WEB DESIGN JOB - Current World : Current World
3509551	BD B 	939	currentworld.net	http://currentworld.net/lose-weight-fast-in-10-councils/	Lose Weight Fast In 10 councils - Current World : Current World
3509552	BD B 	179	currentworld.net	http://currentworld.net/national-university-3rd-year-result-of-bangladesh/	National University 3rd Year Result of Bangladesh - Current World
3518150	BD B 	1284	espncricinfo.com	http://www.espncricinfo.com/bangladesh/content/story/531316.html	Shakib 'surprised but not shocked' - ESPN Cricinfo
3518151	BD B 	1586	espncricinfo.com	http://www.espncricinfo.com/bangladesh/content/story/563725.html	Bangladesh's future is bright - Law - ESPN Cricinfo
3518152	BD B 	777	espncricinfo.com	http://www.espncricinfo.com/bangladesh/content/story/565944.html	Newell confirms interest in Bangladesh coaching job - ESPN Cricinfo
3522150	BD B 	1746	weeklyblitz.net	http://www.weeklyblitz.net/1256/tunisia-the-people-revolution	Tunisia: The People's Revolution :: Weekly Blitz
3522151	BD B 	2448	weeklyblitz.net	http://www.weeklyblitz.net/1263/where-is-the-honor	Where is the Honor? :: Weekly Blitz
3522152	BD B 	1200	weeklyblitz.net	http://www.weeklyblitz.net/1264/successes-of-india-tuberculosis-programme	Successes of India's tuberculosis Programme :: Weekly Blitz
3804450	BD B 	620	weeklyblitz.net	http://www.weeklyblitz.net/1050/no-more-religion-based-politics-in-bangladesh	No more religion based politics in Bangladesh :: Weekly Blitz
980150	BD G 	3047	bricklanecircle.org	http://bricklanecircle.org/Robert_Clive.html	Robert Clive
985452	BD G 	1169	mukto-mona.net	http://mukto-mona.net/new_site/mukto-mona/Articles/jaffor/tsunami_muslim_hindu.htm	The Tsunami Strengthened Amity Between Muslims &amp; Hindus in
985950	BD G 	116	newber.com	http://newber.com/anil/journal/	Anil Advani
988652	BD G 	343	sanjoy.jhenaidah.net	http://sanjoy.jhenaidah.net/	sanjoy blog
989552	BD G 	916	thenewnationbd.com	http://thenewnationbd.com/newsdetails.aspx?newsid=11178	Book Review
989752	BD G 	192	tigercricket.com	http://tigercricket.com/board.html	BCB Board - Tiger Cricket
992350	BD G 	1414	bangla2000.com	http://www.bangla2000.com/Women's_World/Profile/Archive/9-1-2000/profile.html	Women's World | Profile - Rokeya Rahman
992452	BD G 	2177	banglacricket.com	http://www.banglacricket.com/alochona/showthread.php?t=22546	20/20 cricket should not be used for globalisation - BanglaCricket
998351	BD G 	354	egcb.com.bd	http://www.egcb.com.bd/	EGCB
998650	BD G 	803	espncricinfo.com	http://www.espncricinfo.com/ireland-nl-v-bangladesh-2012/content/story/573961.html	All-round Bangladesh breeze to win - ESPN Cricinfo
1002150	BD G 	2040	lonelyplanet.com	http://www.lonelyplanet.com/bangladesh/things-to-do	Things to do in Bangladesh - Lonely Planet
1003050	BD G 	1602	mukto-mona.com	http://www.mukto-mona.com/human_rights/zafran/index.htm	Zafran Bibi
1003052	BD G 	1064	mukto-mona.com	http://www.mukto-mona.com/humour/kissing_hank.htm	Kissing Hank
1008252	BD G 	1053	ru.ac.bd	http://www.ru.ac.bd/ihc/Mostafiz/Nator.htm	New Page 1
1008552	BD G 	796	shahidulnews.com	http://www.shahidulnews.com/	ShahidulNews
1009052	BD G 	876	...hildrensvillages.org	http://www.sos-childrensvillages.org/Where-we-help/Asia/Bangladesh/Pages/default.aspx	Bangladesh
1009850	BD G 	265	techntechie.com	http://www.techntechie.com/get-free-facebook-likes-real-fast.html	Get Free Facebook Likes Real Fast !!Tech N Techie
1011551	BD G 	1581	thedailystar.net	http://www.thedailystar.net/newDesign/news-details.php?nid=242880	The good guy
1013350	BD G 	492	...sforming-fitness.com	http://www.transforming-fitness.com/female-abs.html	Female Abs
1797550	BD G 	1777	beximco-pharma.com	http://beximco-pharma.com/heart-attack.html	Heart Attack
1797551	BD G 	262	beximco-pharma.com	http://beximco-pharma.com/muscloskeletal/272-xetril.html	Xetril
1799551	BD G 	1583	...rriersconference.com	http://www.asiancarriersconference.com/faq	FAQ | ACC
1800252	BD G 	2400	bhbcuc-usa.org	http://www.bhbcuc-usa.org/Articals%2001-06-08/part3.htm	BHBCUC-USA
1801050	BD G 	3182	groovetv.20m.com	http://www.groovetv.20m.com/fkinterview.htm	fkinterview
1801351	BD G 	723	lonelyplanet.com	http://www.lonelyplanet.com/bangladesh/travel-tips-and-articles/77389	Bangladesh's surfing surprise - travel tips and articles - Lonely Planet
3335752	CA B 	956	albertadiary.ca	http://albertadiary.ca/2011/06/tale-of-two-tories-which-one-do-you.html	A Tale of Two Tories: which one do you think is typical? | Alberta Diary
3340951	CA B 	554	canindia.com	http://canindia.com/2012/11/twilight-cast-bids-farewell-at-final-premiere/	Twilight cast bids farewell at final premiere | CanIndia NEWS
3342052	CA B 	532	coresolutions.ca	http://coresolutions.ca/what-professional-development-means-to-me-part-deux	Professional Development should be self directed | CoreSolutions
3342651	CA B 	393	daveharder.ca	http://daveharder.ca/2012/10/church-in-the-neighbourhood/	Church in The Neighbourhood | daveharder.ca
3343350	CA B 	492	...sstokillmagazine.com	http://dresstokillmagazine.com/paragon-by-woudenberg-at-nyood-lounge/	PARAGON by WOUDENBERG at Nyood Lounge - Dress to Kill
3346350	CA B 	668	herbadmother.com	http://herbadmother.com/2012/10/why-i-vote/	Why I Vote
3348752	CA B 	3026	kuklaskorner.com	http://kuklaskorner.com/index.php/hockey/comments/dreger_philadelphia_flyers_go_nuclear_sign_shea_weber_to_100-plus_million_o	Dreger: Philadelphia Flyers go nuclear, sign Shea  - KuklasKorner
3350152	CA B 	1150	mattsparling.com	http://mattsparling.com/2012/09/16/planning-focus-points-and-readability-tests/	planning focus points and readability tests « division / matt sparling
3350851	CA B 	298	mmatopia.com	http://mmatopia.com/linda-mcmahon-reacts-to-losing-second-u-s-senate-bid/	#NAME?
3350852	CA B 	852	mmatopia.com	http://mmatopia.com/warrior-island-an-inside-look-at-a-new-fan-interactive-mma-reality-series/	#NAME?
3354551	CA B 	544	raptorsrepublic.com	http://raptorsrepublic.com/forums/showthread.php?9015-Twitterers-Unite!-tradeBargnani-freeRaptorfans	Twitterers Unite! #tradeBargnani #freeRaptorfans
3354552	CA B 	1797	raptorsrepublic.com	http://raptorsrepublic.com/forums/showthread.php?9016-Moronic	Moronic
3355950	CA B 	1127	seerahschool.com	http://seerahschool.com/is-ontario-accepting-education-act-bill-13-neutral-does-it-not-change-the-curriculum/	Is Ontario “Accepting Education Act” (Bill 13) Neutral? - Seerah School
3358851	CA B 	161	thenhlarena.com	http://thenhlarena.com/topic/304264-time-to-look-at-the-whl/	Time To Look at the WHL? - The NHL Arena
3358852	CA B 	247	thenhlarena.com	http://thenhlarena.com/topic/307447-canucks-would-like-to-add-doan/	Canucks Would Like To Add Doan - The NHL Arena
3359252	CA B 	728	...hesprog.blogspot.com	http://thesprog.blogspot.com/2012/10/list-49-ten-firsts.html	The Sprog: List #49: Ten Firsts
3359350	CA B 	534	thestockvine.com	http://thestockvine.com/encore-renaissance-identifies-new-zone-as-part-of-2m-exploration-program-on-bonaparte-property/	Encore Renaissance Identifies New Zone as Part of $2M Exploration
3360950	CA B 	1703	vancouvermom.ca	http://vancouvermom.ca/for-kids/shopping/granville-island-toy-company-top-20-gifts-for-girls/	Granville Island Toy Company: Top 20 Gifts for Girls - Vancouver Mom
3360952	CA B 	677	vancouvermom.ca	http://vancouvermom.ca/for-kids/spring-break-camp-fun-with-shakespeare/	Spring Break Camp: Fun with Shakespeare - Vancouver Mom
3361451	CA B 	1482	...lgardsonkaffihus.com	http://wdvalgardsonkaffihus.com/blog/2012/11/11/book-review-the-rockey-mountain-poet/	Book review: The Rockey Mountain Poet - WD Valgardson
3362851	CA B 	111	alancross.ca	http://www.alancross.ca/a-journal-of-musical-things/2012/10/4/required-reading-for-anyone-who-hopes-to-get-a-job-in-the-mu.html	Required Reading for Anyone Who Hopes to Get a  - AlanCross.ca
3363952	CA B 	720	bclionsden.ca	http://www.bclionsden.ca/blog/2012/09/10/100th-grey-cup-train-is-a-fun-cfl-history-lesson/	100th Grey Cup Train is a fun CFL history lesson  - BCLionsDen.ca
3364551	CA B 	6927	bluelikeyou.com	http://www.bluelikeyou.com/2010/03/19/when-one-of-them-loses-a-nose-or-ear/	When one of them loses a nose or ear… | Blue Like You
3366652	CA B 	821	coachchic.com	http://www.coachchic.com/pulling-away-from-the-pack/	Pulling Away From the Pack : CoachChic.com
3374751	CA B 	750	meandmykittykat.com	http://www.meandmykittykat.com/lets-talk-about-bad-sex-baby/	Let's talk about… (bad) sex baby!
3377452	CA B 	497	pembinatoday.ca	http://www.pembinatoday.ca/2012/08/10/manitobans-most-likely-to-snitch-on-tax-cheats-2	Manitobans most likely to snitch on tax cheats | Canada | News
3377652	CA B 	364	pikto.com	http://www.pikto.com/blog/2012/10/top-pick-2012-pick-of-the-week-6/	Pikto I Top Pick 2012 - Pick of the Week #6 / Pikto Blog
3379250	CA B 	259	royalblog.ca	http://www.royalblog.ca/2012/11/naomi-watts-hopes-diana-movie-doesnt-offend.html	Naomi Watts hopes Diana movie doesn't offend - Royal Wedding
3382650	CA B 	1214	thescreeningroom.ca	http://www.thescreeningroom.ca/2012/10/take-2-haunted-house-movies.html	Take 2: What makes a great haunted house movie? - The Screening
3382651	CA B 	541	thescreeningroom.ca	http://www.thescreeningroom.ca/2012/11/a-franc-for-your-thoughts-on-a-casablanca-sequel.html	A franc for your thoughts on a 'Casablanca' sequel - The Screening
3385950	CA B 	195	yourschools.ca	http://yourschools.ca/2012/09/18/critics-calling-it-the-feel-good-song-of-the-year/	Critics Calling it “The Feel Good Song of the Year” | Avon Maitland
3743250	CA B 	253	diyblog.jenncoxe.com	http://diyblog.jenncoxe.com/?p=829	Day 76-79 – At this point, the 'kitchen' - House To Home
3743552	CA B 	616	faithblender.com	http://faithblender.com/the-true-spirit-of-sacrifice-in-islam/	THE TRUE SPIRIT OF SACRIFICE IN ISLAM - Faith Blender
3744751	CA B 	219	knphoto.ca	http://knphoto.ca/blog/lauren-mark-edmonton-engagement-photography/	Lauren &amp; Mark- Edmonton Engagement Photography - Kelsy Nielson
3747751	CA B 	426	themediaplex.com	http://themediaplex.com/get-out-of-school-free-or-legitimate-protest/	Get out of school free or legitimate protest? - The MediaPlex
3747752	CA B 	552	themediaplex.com	http://themediaplex.com/retail-vs-downtown-windsor/	Retail vs Downtown Windsor - The MediaPlex
3749051	CA B 	577	annapidgorna.com	http://www.annapidgorna.com/ukrainian-polesia-first-dip-in-perebrody/	Ukrainian Polesia: first dip in Perebrody | Anna Pidgorna
3754450	CA B 	79	...ankayakchallenge.com	http://www.thegreatcanadiankayakchallenge.com/featured/freedom-financial-makes-a-2000-donation	Freedom Financial Makes a $2000 Donation!
652	CA G 	594	daycarebear.ca	http://www.daycarebear.ca/forum/showthread.php/2843-Terminating-after-trial-period-how-to-do-it	Terminating after trial period - how to do it?
4151	CA G 	1855	fc.sd83.bc.ca	http://www.fc.sd83.bc.ca/~sbird/003A06B1-011F5300	Novel
4352	CA G 	11562	abu.nb.ca	http://www.abu.nb.ca/courses/grphil/Apology.htm	Apology
13850	CA G 	2492	cadre-online.ca	http://www.cadre-online.ca/drumhistory.html	Drum History
14551	CA G 	1236	digitaljournal.com	http://digitaljournal.com/article/334700	Op-Ed: Biden keeps Ryan on the ropes in Danville (Includes first
37050	CA G 	621	theglobeandmail.com	http://www.theglobeandmail.com/sports/hockey/globe-on-hockey/an-unvarnished-account-of-life-on-the-nhl-bubble/article5345033/?service=mobile	An unvarnished account of life on the NHL bubble - The Globe and
38051	CA G 	442	laineygossip.com	http://www.laineygossip.com/Articles/Details/24428/Prince-Harry-was-the-first-to-strip-in-Vegas	The Family F*ck-up was the first to strip - Lainey Gossip
39852	CA G 	1710	ucco-sacc.csn.qc.ca	http://www.ucco-sacc.csn.qc.ca/ScriptorWeb/scripto.asp?resultat=773476P	Who killed Mary Steinhauser? - Pacific - News template
52050	CA G 	898	www4.hrsdc.gc.ca	http://www4.hrsdc.gc.ca/.3ndic.1t.4r@-eng.jsp?iid=35	Canadians in Context - Population Size and Growth / Indicators of
76252	CA G 	129	curtismchale.ca	http://curtismchale.ca/2012/10/03/and-a-bit-more-on-paul-kimmage-vs-the-uci/	And a Bit more on Paul Kimmage vs the UCI - Curtis McHale
78750	CA G 	261	lyricsfreak.com	http://www.lyricsfreak.com/g/great+big+sea/havent+seen+you+in+a+long+time_10138564.html	Haven't Seen You In A Long Time Lyrics - Great Big Sea
123050	CA G 	332	utsc.utoronto.ca	http://www.utsc.utoronto.ca/~binnick/old%20tense/future.html	Future Tense
129451	CA G 	3804	justice.gouv.qc.ca	http://www.justice.gouv.qc.ca/english/publications/generale/creance-a.htm	Small claims
139351	CA G 	1262	brucecockburn.com	http://brucecockburn.com/	Bruce Cockburn - Official Site
142852	CA G 	624	fightnetwork.com	http://fightnetwork.com/news/205:the-most-important-mma-event-of-2008/	The Most Important MMA Event of 2008 - Fight Network
149852	CA G 	571	wssf.com	http://www.wssf.com/event/end	The End :: Whistler, BC
155652	CA G 	824	aidsguelph.org	http://www.aidsguelph.org/condom-tips1	Condom Tips
172150	CA G 	130	buddhisttemple.ca	http://www.buddhisttemple.ca/mediacenter/mediacenter.php?id=21	International Buddhist Society :: Media Player
193751	CA G 	235	laineygossip.com	http://www.laineygossip.com/Articles/Details/22335/Brange-in-the-Oval-Office-to-talk-about-In-The-Land-Of-Blood-and-Honey	Brange in the Oval Office to talk about - Lainey Gossip
200150	CA G 	1316	theglobeandmail.com	http://www.theglobeandmail.com/sports/hockey/globe-on-hockey/how-much-revenue-sharing-should-the-nhl-have/article5103058/	How much revenue sharing should the NHL have? - The Globe and
244951	CA G 	273	righttoplay.com	http://www.righttoplay.com/canada/righttoplayschools/teachers/Pages/Resources.aspx	Resources - Right to Play
261850	CA G 	292	laineygossip.com	http://www.laineygossip.com/Articles/Details/21680/Isla-Fisher-as-Myrtle-Wilson-on-the-set-of-The-Great-Gatsby	Myrtle &amp; Tom - Lainey Gossip
274250	CA G 	815	colbycosh.com	http://www.colbycosh.com/mt/2012/03/from_the_back_pages_of_the_nat.html	From the back pages of the National Post (ColbyCosh.com)
287650	CA G 	378	...ews.nationalpost.com	http://news.nationalpost.com/2012/06/25/lonesome-george-autopsy/	Scientists begin autopsy to try to determine what - National Post
301951	CA G 	382	theglobeandmail.com	http://www.theglobeandmail.com/news/world/us-election/next-four-years-for-obama-will-be-a-long-hard-slog/article5033746/	Next four years for Obama will be a long, hard slog - The Globe and
321251	CA G 	680	cbc.ca	http://www.cbc.ca/news/canada/british-columbia/story/2012/11/09/bc-dentist-cancer-lawsuit.html	Cancer patient demands dentists provide transparency - British - CBC
323552	CA G 	1056	...tanicalgarden.ubc.ca	http://www.botanicalgarden.ubc.ca/forums/showthread.php?t=35252	How to take care of the inside growing lemon tree? - UBC Botanical
332550	CA G 	754	theglobeandmail.com	http://www.theglobeandmail.com/news/world/worldview/on-the-ground-in-homs-the-killing-is-continuous/article543978/	On the ground in Homs: 'The killing is continuous' - The Globe and
341451	CA G 	439	cbc.ca	http://www.cbc.ca/news/canada/new-brunswick/story/2012/11/15/nb-addiction-services-fredericton-holidays.html	Fredericton Addiction Services to close for holidays - New Brunswick
344352	CA G 	213	cjlo.com	http://www.cjlo.com/	CJLO
346750	CA G 	209	...gelicalfellowship.ca	http://www.evangelicalfellowship.ca/page.aspx?pid=299	The EFC - EFC President
347752	CA G 	25	www2.gnb.ca	http://www2.gnb.ca/content/gnb/en/departments/post-secondary_education_training_and_labour.html	Post-Secondary Education, Training and Labour - New Brunswick
352352	CA G 	1495	wqsb.qc.ca	http://www.wqsb.qc.ca/philemon/pmessier/puzzles.htm	Puzzles
406352	CA G 	741	theglobeandmail.com	http://www.theglobeandmail.com/commentary/stopping-syrias-slaughter-what-do-you-mean-we/article4559859/	Stopping Syria's slaughter: What do you mean 'we'? - The Globe and
407750	CA G 	35	vancouversun.com	http://www.vancouversun.com/news/magazine/index.html	Missing Women - Vancouver Sun
410552	CA G 	147	laineygossip.com	http://www.laineygossip.com/Articles/Details/24916/Tom-Cruise-is-supposed-to-be-mysterious-and-lethal-in-2nd-trailer-for-Jack-Reacher	Tom Cruise is supposed to be mysterious and - Lainey Gossip
418652	CA G 	2380	colbycosh.com	http://www.colbycosh.com/mt/2008/06/hey_werent_we_supposed_to_be_d.html	Hey, weren't we supposed to be dead by now? (ColbyCosh.com)
449551	CA G 	895	cbc.ca	http://www.cbc.ca/news/canada/toronto/story/2012/07/18/toronto-danzig-shooting-peace-walk.html	Scarborough residents reluctant to talk about shooting - Toronto - CBC
450052	CA G 	417	o.canada.com	http://o.canada.com/2012/08/09/89688/	Kristen Stewart goes into hiding, drops out of film (or maybe she's
456251	CA G 	1247	...ews.nationalpost.com	http://news.nationalpost.com/2012/03/30/canada-penny-federal-budget-one-cent-coin/	Canada penny drops in federal budget as Jim - National Post
466352	CA G 	320	rbc.com	http://www.rbc.com/careers/who-we-are.html	Who We Are
468350	CA G 	553	wheatsheafsk.com	http://www.wheatsheafsk.com/2011/04/okay-okay-thank-you-very-much.html	The Wheatsheaf: Okay, okay, thank you very much - Parliament is
472552	CA G 	2429	vcn.bc.ca	http://www.vcn.bc.ca/~fgp/ghost.htm	name
475350	CA G 	1827	ezralevant.com	http://www.ezralevant.com/	Ezra Levant
475852	CA G 	2330	...ndations.arts.ubc.ca	http://indigenousfoundations.arts.ubc.ca/home/community-politics/metis.html	Métis
480252	CA G 	223	ic.gc.ca	http://www.ic.gc.ca/eic/site/bsf-osb.nsf/eng/br01895.html	Form 33 — Notice of Intention To Make a Proposal - Office of the
489751	CA G 	679	theglobeandmail.com	http://www.theglobeandmail.com/report-on-business/streetwise/lowes-will-have-to-raise-bid-to-nab-rona-analysts/article4455743/	Lowe's will have to raise bid to nab Rona: Analysts - The Globe and
491450	CA G 	633	cbc.ca	http://www.cbc.ca/news/canada/new-brunswick/story/2012/11/16/nb-bathurst-phantoms-movie-736.html	Phantoms movie captures 'courage' of Bathurst - New Brunswick
497051	CA G 	7308	stevehanov.ca	http://stevehanov.ca/blog/index.php?id=132	20 lines of code that will beat A/B testing every time - Steve Hanov's
516951	CA G 	13065	wollamshram.ca	http://www.wollamshram.ca/1001/Vol_2/tale8.htm	Tale 8
529152	CA G 	5660	skeptic.ca	http://www.skeptic.ca/belief_and_faith.htm	3
537251	CA G 	986	jbrains.ca	http://www.jbrains.ca/	jbrains
543151	CA G 	4271	menwithpens.ca	http://menwithpens.ca/public-speaking/	How to Take the Next Step in Your - Men with Pens
550352	CA G 	55	aimia.com	http://www.aimia.com/	Aimia - Home
555151	CA G 	661	designingacure.com	http://www.designingacure.com/blog/files/e2872ec94999d4ef01ec1cd5b0c070aa-13.html	Take Care!
557250	CA G 	1092	wellpreserved.ca	http://wellpreserved.ca/2012/10/30/moose-hunter-diaries-day-4-back-to-the-woods/	Moose Hunter Diaries – Day 4 – Back to the Woods - WellPreserved
568452	CA G 	133	...rts.nationalpost.com	http://arts.nationalpost.com/2012/03/20/ashton-kutcher-is-going-to-space-with-virgin-galactic/	Ashton Kutcher is going to space with Virgin - National Post
578852	CA G 	838	tripadvisor.ca	http://www.tripadvisor.ca/ShowUserReviews-g187791-d1723897-r126790591-Gioia_Private_Tours_Trips-Rome_Lazio.html	The golf cart tour of Rome turned out to be ideal. - Gioia Private
580051	CA G 	392	friendsofdismas.ca	http://www.friendsofdismas.ca/Default.aspx?pageId=251682	Friends of Dismas - There Was No 'Other' Anymore
583851	CA G 	2546	yelp.com	http://www.yelp.com/biz/bean-around-the-world-coffees-vancouver-2	Bean Around the World Coffees - Downtown - Vancouver, BC
592350	CA G 	10305	canlii.org	http://www.canlii.org/en/ca/charter_digest/s-11-b.html	CanLII - Section 11(b)
620752	CA G 	1102	...us-relationships.com	http://www.precious-relationships.com/Connection.html	Connection
628952	CA G 	1325	thememoryproject.com	http://www.thememoryproject.com/stories/2295:aime-mayer/	Aimé Mayer
